시군구,성별,연령대,동반자유형,평점
경기 광명시,남,20대,가족,4.666666666666667
경기 광명시,남,20대,가족이 아닌 경우,3.238095238095238
경기 광명시,남,30대,가족,3.777777777777778
경기 광명시,남,30대,가족이 아닌 경우,4.166666666666667
경기 광명시,남,40대,가족,3.777777777777778
경기 광명시,남,40대,가족이 아닌 경우,4.0
경기 광명시,남,50대,가족,3.5555555555555554
경기 광명시,남,50대,가족이 아닌 경우,4.333333333333333
경기 광명시,여,15~19세,가족,4.5
경기 광명시,여,15~19세,가족이 아닌 경우,3.833333333333333
경기 광명시,여,20대,가족이 아닌 경우,3.6190476190476195
경기 광명시,여,30대,가족,4.333333333333333
경기 광명시,여,30대,가족이 아닌 경우,4.0
경기 광명시,여,40대,가족,3.0
경기 광명시,여,50대,가족,4.266666666666667
경기 광명시,여,50대,가족이 아닌 경우,4.222222222222222
경기 광명시,여,60대,가족,3.6666666666666665
경기 광명시,여,60대,가족이 아닌 경우,4.333333333333333
경기 광명시,여,70세 이상,가족,4.0
경기 광명시,여,70세 이상,가족이 아닌 경우,4.0
경기 광주시,남,15~19세,가족이 아닌 경우,3.6666666666666665
경기 광주시,남,20대,가족이 아닌 경우,4.055555555555555
경기 광주시,남,30대,가족,4.0
경기 광주시,남,30대,가족이 아닌 경우,3.8518518518518516
경기 광주시,남,40대,가족,4.041666666666667
경기 광주시,남,50대,가족,4.0606060606060606
경기 광주시,남,50대,가족이 아닌 경우,4.0
경기 광주시,남,60대,가족,3.833333333333333
경기 광주시,남,60대,가족이 아닌 경우,4.166666666666666
경기 광주시,남,70세 이상,가족,4.777777777777778
경기 광주시,남,70세 이상,가족이 아닌 경우,4.0
경기 광주시,여,15~19세,가족,3.833333333333333
경기 광주시,여,20대,가족,3.833333333333333
경기 광주시,여,20대,가족이 아닌 경우,4.125
경기 광주시,여,30대,가족,4.15
경기 광주시,여,30대,가족이 아닌 경우,4.0476190476190474
경기 광주시,여,40대,가족,4.035087719298246
경기 광주시,여,40대,가족이 아닌 경우,4.166666666666666
경기 광주시,여,50대,가족,3.875
경기 광주시,여,50대,가족이 아닌 경우,4.111111111111111
경기 광주시,여,60대,가족,4.166666666666666
경기 광주시,여,60대,가족이 아닌 경우,4.0888888888888895
경기 광주시,여,70세 이상,가족,4.0
경기 광주시,여,70세 이상,가족이 아닌 경우,3.5
경기 구리시,남,15~19세,가족이 아닌 경우,3.0
경기 구리시,남,20대,가족,4.0
경기 구리시,남,20대,가족이 아닌 경우,4.0
경기 구리시,남,30대,가족,5.0
경기 구리시,남,30대,가족이 아닌 경우,4.666666666666667
경기 구리시,남,40대,가족이 아닌 경우,3.0
경기 구리시,남,50대,가족,3.6666666666666665
경기 구리시,남,50대,가족이 아닌 경우,4.0
경기 구리시,남,60대,가족이 아닌 경우,4.0
경기 구리시,남,70세 이상,가족,4.333333333333333
경기 구리시,여,20대,가족,3.166666666666667
경기 구리시,여,20대,가족이 아닌 경우,4.333333333333333
경기 구리시,여,30대,가족,4.111111111111111
경기 구리시,여,40대,가족,4.333333333333334
경기 구리시,여,40대,가족이 아닌 경우,4.5
경기 구리시,여,50대,가족이 아닌 경우,4.333333333333333
경기 구리시,여,60대,가족,4.333333333333333
경기 구리시,여,60대,가족이 아닌 경우,4.333333333333333
경기 구리시,여,70세 이상,가족,4.0
경기 군포시,남,15~19세,가족이 아닌 경우,3.6666666666666665
경기 군포시,남,20대,가족,4.0
경기 군포시,남,20대,가족이 아닌 경우,3.6666666666666665
경기 군포시,남,30대,가족,3.833333333333333
경기 군포시,남,30대,가족이 아닌 경우,4.166666666666666
경기 군포시,남,40대,가족이 아닌 경우,4.0
경기 군포시,남,50대,가족,4.083333333333333
경기 군포시,남,50대,가족이 아닌 경우,4.333333333333333
경기 군포시,남,60대,가족,4.0
경기 군포시,남,60대,가족이 아닌 경우,5.0
경기 군포시,남,70세 이상,가족,4.333333333333333
경기 군포시,남,70세 이상,가족이 아닌 경우,4.333333333333333
경기 군포시,여,20대,가족이 아닌 경우,4.166666666666666
경기 군포시,여,30대,가족,4.0
경기 군포시,여,40대,가족,5.0
경기 군포시,여,40대,가족이 아닌 경우,4.333333333333333
경기 군포시,여,50대,가족,4.166666666666666
경기 군포시,여,50대,가족이 아닌 경우,4.066666666666666
경기 군포시,여,60대,가족,4.0
경기 군포시,여,60대,가족이 아닌 경우,4.166666666666666
경기 군포시,여,70세 이상,가족,4.333333333333333
경기 김포시,남,15~19세,가족,4.0
경기 김포시,남,15~19세,가족이 아닌 경우,2.3333333333333335
경기 김포시,남,20대,가족이 아닌 경우,3.857142857142857
경기 김포시,남,30대,가족,3.8888888888888893
경기 김포시,남,30대,가족이 아닌 경우,4.0
경기 김포시,남,40대,가족,3.962962962962963
경기 김포시,남,40대,가족이 아닌 경우,4.0
경기 김포시,남,50대,가족,3.625
경기 김포시,남,50대,가족이 아닌 경우,4.0
경기 김포시,남,60대,가족,3.916666666666667
경기 김포시,남,70세 이상,가족,3.7777777777777772
경기 김포시,남,70세 이상,가족이 아닌 경우,4.0
경기 김포시,여,15~19세,가족,4.0
경기 김포시,여,15~19세,가족이 아닌 경우,4.0
경기 김포시,여,20대,가족이 아닌 경우,3.8518518518518516
경기 김포시,여,30대,가족,3.8
경기 김포시,여,30대,가족이 아닌 경우,4.0
경기 김포시,여,40대,가족,4.222222222222222
경기 김포시,여,40대,가족이 아닌 경우,3.6666666666666665
경기 김포시,여,50대,가족,4.083333333333333
경기 김포시,여,50대,가족이 아닌 경우,3.888888888888889
경기 김포시,여,60대,가족,4.166666666666667
경기 김포시,여,60대,가족이 아닌 경우,3.888888888888889
경기 김포시,여,70세 이상,가족,3.6666666666666665
경기 김포시,여,70세 이상,가족이 아닌 경우,3.904761904761905
경기 남양주시,남,15~19세,가족,3.6666666666666665
경기 남양주시,남,20대,가족이 아닌 경우,4.0476190476190474
경기 남양주시,남,30대,가족,4.0
경기 남양주시,남,30대,가족이 아닌 경우,4.0
경기 남양주시,남,40대,가족,3.8823529411764706
경기 남양주시,남,40대,가족이 아닌 경우,3.7777777777777777
경기 남양주시,남,50대,가족,4.133333333333334
경기 남양주시,남,50대,가족이 아닌 경우,4.185185185185185
경기 남양주시,남,60대,가족,3.888888888888889
경기 남양주시,남,60대,가족이 아닌 경우,3.6666666666666665
경기 남양주시,남,70세 이상,가족,4.0
경기 남양주시,남,70세 이상,가족이 아닌 경우,4.0
경기 남양주시,여,15~19세,가족이 아닌 경우,4.0
경기 남양주시,여,20대,가족,4.266666666666667
경기 남양주시,여,20대,가족이 아닌 경우,3.9583333333333335
경기 남양주시,여,30대,가족,4.018518518518518
경기 남양주시,여,30대,가족이 아닌 경우,4.0
경기 남양주시,여,40대,가족,4.142857142857143
경기 남양주시,여,40대,가족이 아닌 경우,4.027777777777778
경기 남양주시,여,50대,가족,3.981481481481482
경기 남양주시,여,50대,가족이 아닌 경우,3.888888888888889
경기 남양주시,여,60대,가족,4.125
경기 남양주시,여,60대,가족이 아닌 경우,4.133333333333333
경기 남양주시,여,70세 이상,가족,3.8
경기 남양주시,여,70세 이상,가족이 아닌 경우,4.333333333333334
경기 동두천시,남,20대,가족이 아닌 경우,4.333333333333333
경기 동두천시,남,30대,가족,4.333333333333334
경기 동두천시,남,30대,가족이 아닌 경우,4.0
경기 동두천시,남,40대,가족,4.222222222222222
경기 동두천시,남,40대,가족이 아닌 경우,4.333333333333333
경기 동두천시,남,50대,가족,4.166666666666666
경기 동두천시,남,50대,가족이 아닌 경우,4.0
경기 동두천시,남,60대,가족이 아닌 경우,3.888888888888889
경기 동두천시,남,70세 이상,가족이 아닌 경우,4.333333333333333
경기 동두천시,여,15~19세,가족,4.0
경기 동두천시,여,20대,가족이 아닌 경우,4.0
경기 동두천시,여,30대,가족,3.833333333333333
경기 동두천시,여,30대,가족이 아닌 경우,4.0
경기 동두천시,여,40대,가족,4.333333333333334
경기 동두천시,여,40대,가족이 아닌 경우,4.0
경기 동두천시,여,50대,가족,4.0
경기 동두천시,여,50대,가족이 아닌 경우,4.0
경기 동두천시,여,60대,가족,3.888888888888889
경기 동두천시,여,60대,가족이 아닌 경우,3.777777777777778
경기 부천시,남,15~19세,가족이 아닌 경우,3.6666666666666665
경기 부천시,남,20대,가족,4.0
경기 부천시,남,20대,가족이 아닌 경우,3.9166666666666665
경기 부천시,남,30대,가족,3.5
경기 부천시,남,30대,가족이 아닌 경우,3.6666666666666665
경기 부천시,남,40대,가족,3.6
경기 부천시,남,40대,가족이 아닌 경우,4.0
경기 부천시,남,50대,가족,4.0
경기 부천시,남,60대,가족,3.666666666666667
경기 부천시,여,15~19세,가족,4.0
경기 부천시,여,15~19세,가족이 아닌 경우,4.0
경기 부천시,여,20대,가족이 아닌 경우,4.166666666666666
경기 부천시,여,30대,가족,3.8333333333333335
경기 부천시,여,30대,가족이 아닌 경우,4.0
경기 부천시,여,40대,가족,3.8
경기 부천시,여,40대,가족이 아닌 경우,3.833333333333333
경기 부천시,여,50대,가족,3.5333333333333337
경기 부천시,여,50대,가족이 아닌 경우,3.833333333333333
경기 부천시,여,60대,가족,3.888888888888889
경기 부천시,여,60대,가족이 아닌 경우,4.333333333333333
경기 부천시,여,70세 이상,가족,3.5
경기 성남시,남,15~19세,가족,3.0
경기 성남시,남,15~19세,가족이 아닌 경우,4.0
경기 성남시,남,20대,가족,4.0
경기 성남시,남,20대,가족이 아닌 경우,4.041666666666667
경기 성남시,남,30대,가족,3.944444444444444
경기 성남시,남,30대,가족이 아닌 경우,4.0
경기 성남시,남,40대,가족,3.416666666666667
경기 성남시,남,40대,가족이 아닌 경우,4.0
경기 성남시,남,50대,가족,4.0
경기 성남시,남,50대,가족이 아닌 경우,3.722222222222222
경기 성남시,남,60대,가족,3.9333333333333336
경기 성남시,남,60대,가족이 아닌 경우,4.166666666666666
경기 성남시,남,70세 이상,가족,4.333333333333334
경기 성남시,여,15~19세,가족이 아닌 경우,3.833333333333333
경기 성남시,여,20대,가족,3.777777777777778
경기 성남시,여,20대,가족이 아닌 경우,4.095238095238096
경기 성남시,여,30대,가족,3.8333333333333335
경기 성남시,여,30대,가족이 아닌 경우,4.25
경기 성남시,여,40대,가족,4.047619047619048
경기 성남시,여,40대,가족이 아닌 경우,4.0476190476190474
경기 성남시,여,50대,가족,3.75
경기 성남시,여,50대,가족이 아닌 경우,4.066666666666666
경기 성남시,여,60대,가족,3.75
경기 성남시,여,60대,가족이 아닌 경우,3.888888888888889
경기 성남시,여,70세 이상,가족,4.0
경기 성남시,여,70세 이상,가족이 아닌 경우,4.0
경기 수원시,남,15~19세,가족,3.6666666666666665
경기 수원시,남,15~19세,가족이 아닌 경우,3.9166666666666665
경기 수원시,남,20대,가족이 아닌 경우,3.9479166666666665
경기 수원시,남,30대,가족,4.0476190476190474
경기 수원시,남,30대,가족이 아닌 경우,3.9
경기 수원시,남,40대,가족,4.055555555555555
경기 수원시,남,40대,가족이 아닌 경우,3.333333333333333
경기 수원시,남,50대,가족,4.0
경기 수원시,남,50대,가족이 아닌 경우,4.166666666666667
경기 수원시,남,60대,가족,3.888888888888889
경기 수원시,남,60대,가족이 아닌 경우,4.25
경기 수원시,남,70세 이상,가족,4.666666666666667
경기 수원시,남,70세 이상,가족이 아닌 경우,4.083333333333333
경기 수원시,여,15~19세,가족,3.0
경기 수원시,여,15~19세,가족이 아닌 경우,4.0
경기 수원시,여,20대,가족,4.0
경기 수원시,여,20대,가족이 아닌 경우,3.9206349206349205
경기 수원시,여,30대,가족,3.9583333333333335
경기 수원시,여,30대,가족이 아닌 경우,3.866666666666667
경기 수원시,여,40대,가족,4.044444444444444
경기 수원시,여,40대,가족이 아닌 경우,3.666666666666667
경기 수원시,여,50대,가족,3.8666666666666667
경기 수원시,여,50대,가족이 아닌 경우,4.083333333333333
경기 수원시,여,60대,가족,4.181818181818182
경기 수원시,여,60대,가족이 아닌 경우,3.833333333333333
경기 수원시,여,70세 이상,가족,4.0
경기 수원시,여,70세 이상,가족이 아닌 경우,4.0
경기 시흥시,남,15~19세,가족,4.0
경기 시흥시,남,15~19세,가족이 아닌 경우,4.0
경기 시흥시,남,20대,가족,4.0
경기 시흥시,남,20대,가족이 아닌 경우,3.75
경기 시흥시,남,30대,가족,4.03030303030303
경기 시흥시,남,30대,가족이 아닌 경우,4.0
경기 시흥시,남,40대,가족,4.0
경기 시흥시,남,40대,가족이 아닌 경우,4.0
경기 시흥시,남,50대,가족,4.0
경기 시흥시,남,60대,가족,4.333333333333333
경기 시흥시,남,60대,가족이 아닌 경우,4.166666666666666
경기 시흥시,남,70세 이상,가족,4.0
경기 시흥시,남,70세 이상,가족이 아닌 경우,3.3333333333333335
경기 시흥시,여,15~19세,가족,5.0
경기 시흥시,여,15~19세,가족이 아닌 경우,4.0
경기 시흥시,여,20대,가족,4.0
경기 시흥시,여,20대,가족이 아닌 경우,4.0
경기 시흥시,여,30대,가족,4.111111111111111
경기 시흥시,여,30대,가족이 아닌 경우,4.0
경기 시흥시,여,40대,가족,3.8666666666666663
경기 시흥시,여,40대,가족이 아닌 경우,3.866666666666667
경기 시흥시,여,50대,가족,4.111111111111111
경기 시흥시,여,50대,가족이 아닌 경우,3.9333333333333327
경기 시흥시,여,60대,가족,4.0
경기 시흥시,여,60대,가족이 아닌 경우,4.222222222222222
경기 시흥시,여,70세 이상,가족,4.0
경기 안산시,남,15~19세,가족,4.0
경기 안산시,남,15~19세,가족이 아닌 경우,4.0
경기 안산시,남,20대,가족,4.0
경기 안산시,남,20대,가족이 아닌 경우,4.121212121212121
경기 안산시,남,30대,가족,4.177777777777778
경기 안산시,남,30대,가족이 아닌 경우,4.083333333333333
경기 안산시,남,40대,가족,3.9166666666666665
경기 안산시,남,40대,가족이 아닌 경우,3.5555555555555554
경기 안산시,남,50대,가족,4.0
경기 안산시,남,50대,가족이 아닌 경우,4.0
경기 안산시,남,60대,가족,4.0
경기 안산시,남,60대,가족이 아닌 경우,3.7777777777777772
