시군구,성별,연령대,동반자유형,평점
전남 진도군,여,20대,가족,4.476190476190476
전남 진도군,여,20대,가족이 아닌 경우,5.0
전남 진도군,여,30대,가족,4.233333333333333
전남 진도군,여,30대,가족이 아닌 경우,4.0
전남 진도군,여,40대,가족,4.5
전남 진도군,여,40대,가족이 아닌 경우,4.0
전남 진도군,여,50대,가족,4.633333333333334
전남 진도군,여,50대,가족이 아닌 경우,4.0
전남 진도군,여,60대,가족,4.111111111111111
전남 진도군,여,60대,가족이 아닌 경우,4.0
전남 진도군,여,70세 이상,가족,4.555555555555556
전남 함평군,남,20대,가족,3.8333333333333335
전남 함평군,남,20대,가족이 아닌 경우,3.6666666666666665
전남 함평군,남,30대,가족,3.916666666666667
전남 함평군,남,40대,가족,4.166666666666667
전남 함평군,남,40대,가족이 아닌 경우,4.0
전남 함평군,남,50대,가족,4.0
전남 함평군,남,50대,가족이 아닌 경우,4.333333333333333
전남 함평군,남,60대,가족,4.583333333333333
전남 함평군,남,70세 이상,가족,4.666666666666666
전남 함평군,남,70세 이상,가족이 아닌 경우,5.0
전남 함평군,여,20대,가족,4.0
전남 함평군,여,20대,가족이 아닌 경우,3.8666666666666663
전남 함평군,여,30대,가족,4.2
전남 함평군,여,30대,가족이 아닌 경우,5.0
전남 함평군,여,40대,가족,4.0
전남 함평군,여,40대,가족이 아닌 경우,3.833333333333333
전남 함평군,여,50대,가족,4.190476190476191
전남 함평군,여,50대,가족이 아닌 경우,5.0
전남 함평군,여,60대,가족,4.222222222222222
전남 함평군,여,70세 이상,가족,4.0
전남 함평군,여,70세 이상,가족이 아닌 경우,4.333333333333333
전남 해남군,남,15~19세,가족,3.333333333333333
전남 해남군,남,15~19세,가족이 아닌 경우,4.5
전남 해남군,남,20대,가족,3.8333333333333335
전남 해남군,남,20대,가족이 아닌 경우,4.25
전남 해남군,남,30대,가족,4.0888888888888895
전남 해남군,남,30대,가족이 아닌 경우,4.0
전남 해남군,남,40대,가족,4.366666666666666
전남 해남군,남,40대,가족이 아닌 경우,4.083333333333333
전남 해남군,남,50대,가족,4.1
전남 해남군,남,50대,가족이 아닌 경우,4.083333333333333
전남 해남군,남,60대,가족,4.166666666666666
전남 해남군,남,60대,가족이 아닌 경우,4.0
전남 해남군,남,70세 이상,가족,4.333333333333334
전남 해남군,남,70세 이상,가족이 아닌 경우,4.0
전남 해남군,여,20대,가족,4.5
전남 해남군,여,20대,가족이 아닌 경우,4.111111111111112
전남 해남군,여,30대,가족,4.083333333333333
전남 해남군,여,40대,가족,4.3
전남 해남군,여,40대,가족이 아닌 경우,4.0
전남 해남군,여,50대,가족,4.428571428571429
전남 해남군,여,50대,가족이 아닌 경우,4.083333333333333
전남 해남군,여,60대,가족,4.2
전남 해남군,여,60대,가족이 아닌 경우,4.0
전남 해남군,여,70세 이상,가족,4.222222222222222
전남 해남군,여,70세 이상,가족이 아닌 경우,3.5555555555555554
전남 화순군,남,15~19세,가족,4.222222222222222
전남 화순군,남,15~19세,가족이 아닌 경우,4.0
전남 화순군,남,20대,가족,4.111111111111111
전남 화순군,남,20대,가족이 아닌 경우,4.444444444444445
전남 화순군,남,30대,가족,4.266666666666667
전남 화순군,남,30대,가족이 아닌 경우,4.222222222222222
전남 화순군,남,40대,가족,4.375
전남 화순군,남,40대,가족이 아닌 경우,4.0
전남 화순군,남,50대,가족,4.333333333333333
전남 화순군,남,50대,가족이 아닌 경우,4.222222222222222
전남 화순군,남,60대,가족,4.6
전남 화순군,남,60대,가족이 아닌 경우,3.3333333333333335
전남 화순군,남,70세 이상,가족,3.888888888888889
전남 화순군,여,15~19세,가족,3.833333333333333
전남 화순군,여,20대,가족,4.6
전남 화순군,여,20대,가족이 아닌 경우,4.4
전남 화순군,여,30대,가족,4.266666666666667
전남 화순군,여,30대,가족이 아닌 경우,4.2
전남 화순군,여,40대,가족,4.208333333333333
전남 화순군,여,40대,가족이 아닌 경우,4.666666666666667
전남 화순군,여,50대,가족,4.5
전남 화순군,여,50대,가족이 아닌 경우,4.148148148148149
전남 화순군,여,60대,가족,4.296296296296296
전남 화순군,여,70세 이상,가족,3.888888888888889
전남 화순군,여,70세 이상,가족이 아닌 경우,4.0
전북 고창군,남,15~19세,가족,3.9333333333333327
전북 고창군,남,20대,가족,4.291666666666667
전북 고창군,남,20대,가족이 아닌 경우,4.151515151515151
전북 고창군,남,30대,가족,4.454545454545454
전북 고창군,남,30대,가족이 아닌 경우,4.0740740740740735
전북 고창군,남,40대,가족,4.4
전북 고창군,남,40대,가족이 아닌 경우,3.944444444444444
전북 고창군,남,50대,가족,4.353535353535353
전북 고창군,남,50대,가족이 아닌 경우,4.0740740740740735
전북 고창군,남,60대,가족,4.275362318840579
전북 고창군,남,60대,가족이 아닌 경우,4.0
전북 고창군,남,70세 이상,가족,4.277777777777778
전북 고창군,남,70세 이상,가족이 아닌 경우,4.166666666666667
전북 고창군,여,15~19세,가족,5.0
전북 고창군,여,20대,가족,4.375
전북 고창군,여,20대,가족이 아닌 경우,4.111111111111111
전북 고창군,여,30대,가족,4.277777777777778
전북 고창군,여,30대,가족이 아닌 경우,3.8666666666666663
전북 고창군,여,40대,가족,4.46969696969697
전북 고창군,여,40대,가족이 아닌 경우,4.151515151515151
전북 고창군,여,50대,가족,4.280701754385965
전북 고창군,여,50대,가족이 아닌 경우,3.958333333333333
전북 고창군,여,60대,가족,4.296296296296297
전북 고창군,여,60대,가족이 아닌 경우,3.9523809523809526
전북 고창군,여,70세 이상,가족,4.333333333333333
전북 고창군,여,70세 이상,가족이 아닌 경우,3.6666666666666665
전북 군산시,남,15~19세,가족,4.083333333333333
전북 군산시,남,15~19세,가족이 아닌 경우,4.0
전북 군산시,남,20대,가족,4.1
전북 군산시,남,20대,가족이 아닌 경우,4.141025641025641
전북 군산시,남,30대,가족,4.229166666666667
전북 군산시,남,30대,가족이 아닌 경우,4.083333333333333
전북 군산시,남,40대,가족,4.055555555555555
전북 군산시,남,40대,가족이 아닌 경우,4.083333333333333
전북 군산시,남,50대,가족,4.121212121212121
전북 군산시,남,50대,가족이 아닌 경우,4.119047619047619
전북 군산시,남,60대,가족,4.254901960784314
전북 군산시,남,60대,가족이 아닌 경우,4.111111111111111
전북 군산시,남,70세 이상,가족,4.033333333333333
전북 군산시,남,70세 이상,가족이 아닌 경우,4.166666666666667
전북 군산시,여,15~19세,가족,4.0
전북 군산시,여,15~19세,가족이 아닌 경우,4.166666666666666
전북 군산시,여,20대,가족,4.212121212121212
전북 군산시,여,20대,가족이 아닌 경우,4.064516129032258
전북 군산시,여,30대,가족,4.116666666666666
전북 군산시,여,30대,가족이 아닌 경우,4.142857142857143
전북 군산시,여,40대,가족,4.0777777777777775
전북 군산시,여,40대,가족이 아닌 경우,4.055555555555555
전북 군산시,여,50대,가족,4.166666666666667
전북 군산시,여,50대,가족이 아닌 경우,3.9215686274509807
전북 군산시,여,60대,가족,4.233333333333333
전북 군산시,여,60대,가족이 아닌 경우,4.166666666666666
전북 군산시,여,70세 이상,가족,4.185185185185185
전북 군산시,여,70세 이상,가족이 아닌 경우,4.055555555555555
전북 김제시,남,15~19세,가족,4.5
전북 김제시,남,20대,가족,4.0
전북 김제시,남,30대,가족,4.0
전북 김제시,남,30대,가족이 아닌 경우,3.833333333333333
전북 김제시,남,40대,가족,3.9166666666666665
전북 김제시,남,40대,가족이 아닌 경우,4.0
전북 김제시,남,50대,가족,4.317460317460317
전북 김제시,남,50대,가족이 아닌 경우,4.0
전북 김제시,남,60대,가족,4.196969696969696
전북 김제시,남,60대,가족이 아닌 경우,4.333333333333333
전북 김제시,남,70세 이상,가족,4.0
전북 김제시,남,70세 이상,가족이 아닌 경우,4.0
전북 김제시,여,15~19세,가족,4.0
전북 김제시,여,15~19세,가족이 아닌 경우,3.6666666666666665
전북 김제시,여,20대,가족,4.666666666666667
전북 김제시,여,20대,가족이 아닌 경우,4.5
전북 김제시,여,30대,가족,4.095238095238095
전북 김제시,여,30대,가족이 아닌 경우,4.0
전북 김제시,여,40대,가족,4.083333333333333
전북 김제시,여,40대,가족이 아닌 경우,4.666666666666667
전북 김제시,여,50대,가족,3.9166666666666665
전북 김제시,여,60대,가족,4.238095238095238
전북 김제시,여,60대,가족이 아닌 경우,4.166666666666666
전북 김제시,여,70세 이상,가족,4.333333333333333
전북 김제시,여,70세 이상,가족이 아닌 경우,4.0
전북 남원시,남,15~19세,가족,4.444444444444444
전북 남원시,남,15~19세,가족이 아닌 경우,4.0
전북 남원시,남,20대,가족,4.0
전북 남원시,남,20대,가족이 아닌 경우,4.083333333333333
전북 남원시,남,30대,가족,4.076923076923077
전북 남원시,남,30대,가족이 아닌 경우,4.277777777777778
전북 남원시,남,40대,가족,4.269230769230769
전북 남원시,남,40대,가족이 아닌 경우,3.6
전북 남원시,남,50대,가족,4.105263157894737
전북 남원시,남,50대,가족이 아닌 경우,3.9166666666666665
전북 남원시,남,60대,가족,4.055555555555555
전북 남원시,남,60대,가족이 아닌 경우,4.111111111111111
전북 남원시,남,70세 이상,가족,4.259259259259259
전북 남원시,남,70세 이상,가족이 아닌 경우,3.7777777777777772
전북 남원시,여,15~19세,가족,5.0
전북 남원시,여,20대,가족,3.888888888888889
전북 남원시,여,20대,가족이 아닌 경우,4.166666666666667
전북 남원시,여,30대,가족,4.051282051282051
전북 남원시,여,30대,가족이 아닌 경우,4.0
전북 남원시,여,40대,가족,4.183333333333334
전북 남원시,여,40대,가족이 아닌 경우,3.909090909090909
전북 남원시,여,50대,가족,4.355555555555555
전북 남원시,여,50대,가족이 아닌 경우,3.974358974358974
전북 남원시,여,60대,가족,4.424242424242425
전북 남원시,여,60대,가족이 아닌 경우,4.166666666666666
전북 남원시,여,70세 이상,가족,4.288888888888889
전북 남원시,여,70세 이상,가족이 아닌 경우,4.0
전북 무주군,남,15~19세,가족,4.333333333333333
전북 무주군,남,20대,가족,4.428571428571429
전북 무주군,남,20대,가족이 아닌 경우,4.117117117117117
전북 무주군,남,30대,가족,4.283333333333333
전북 무주군,남,30대,가족이 아닌 경우,4.288888888888889
전북 무주군,남,40대,가족,4.208333333333333
전북 무주군,남,40대,가족이 아닌 경우,4.027777777777778
전북 무주군,남,50대,가족,4.095238095238096
전북 무주군,남,50대,가족이 아닌 경우,4.179487179487179
전북 무주군,남,60대,가족,4.128205128205128
전북 무주군,남,60대,가족이 아닌 경우,3.833333333333333
전북 무주군,남,70세 이상,가족,4.333333333333333
전북 무주군,남,70세 이상,가족이 아닌 경우,3.888888888888889
전북 무주군,여,15~19세,가족,4.5
전북 무주군,여,15~19세,가족이 아닌 경우,4.5
전북 무주군,여,20대,가족,4.25
전북 무주군,여,20대,가족이 아닌 경우,4.092592592592593
전북 무주군,여,30대,가족,4.215686274509804
전북 무주군,여,30대,가족이 아닌 경우,3.976190476190476
전북 무주군,여,40대,가족,4.174603174603174
전북 무주군,여,40대,가족이 아닌 경우,4.0
전북 무주군,여,50대,가족,4.216666666666667
전북 무주군,여,50대,가족이 아닌 경우,3.888888888888889
전북 무주군,여,60대,가족,4.138888888888888
전북 무주군,여,60대,가족이 아닌 경우,3.962962962962963
전북 무주군,여,70세 이상,가족,4.148148148148149
전북 무주군,여,70세 이상,가족이 아닌 경우,3.8666666666666663
전북 부안군,남,15~19세,가족,4.333333333333333
전북 부안군,남,15~19세,가족이 아닌 경우,4.555555555555556
전북 부안군,남,20대,가족,4.066666666666666
전북 부안군,남,20대,가족이 아닌 경우,4.3478260869565215
전북 부안군,남,30대,가족,4.133333333333334
전북 부안군,남,30대,가족이 아닌 경우,4.269230769230769
전북 부안군,남,40대,가족,4.2
전북 부안군,남,40대,가족이 아닌 경우,4.151515151515151
전북 부안군,남,50대,가족,4.142857142857143
전북 부안군,남,50대,가족이 아닌 경우,4.190476190476191
전북 부안군,남,60대,가족,4.316666666666666
전북 부안군,남,60대,가족이 아닌 경우,4.75
전북 부안군,남,70세 이상,가족,4.583333333333333
전북 부안군,남,70세 이상,가족이 아닌 경우,4.5
전북 부안군,여,15~19세,가족,4.5
전북 부안군,여,15~19세,가족이 아닌 경우,4.333333333333334
전북 부안군,여,20대,가족,4.291666666666667
전북 부안군,여,20대,가족이 아닌 경우,4.405405405405405
전북 부안군,여,30대,가족,4.234567901234568
전북 부안군,여,30대,가족이 아닌 경우,4.222222222222222
전북 부안군,여,40대,가족,4.170542635658915
전북 부안군,여,40대,가족이 아닌 경우,4.0
전북 부안군,여,50대,가족,4.108108108108108
전북 부안군,여,50대,가족이 아닌 경우,4.128205128205128
전북 부안군,여,60대,가족,4.288888888888889
전북 부안군,여,60대,가족이 아닌 경우,4.296296296296296
전북 부안군,여,70세 이상,가족,4.333333333333333
전북 부안군,여,70세 이상,가족이 아닌 경우,4.0
전북 순창군,남,15~19세,가족,4.888888888888889
전북 순창군,남,15~19세,가족이 아닌 경우,3.1666666666666665
전북 순창군,남,20대,가족,4.095238095238096
전북 순창군,남,20대,가족이 아닌 경우,4.407407407407407
전북 순창군,남,30대,가족,4.181818181818182
전북 순창군,남,40대,가족,4.233333333333333
전북 순창군,남,40대,가족이 아닌 경우,4.111111111111111
전북 순창군,남,50대,가족,4.254901960784314
전북 순창군,남,50대,가족이 아닌 경우,4.185185185185185
전북 순창군,남,60대,가족,4.266666666666667
전북 순창군,남,60대,가족이 아닌 경우,4.055555555555555
전북 순창군,남,70세 이상,가족,4.133333333333333
전북 순창군,남,70세 이상,가족이 아닌 경우,4.333333333333333
전북 순창군,여,15~19세,가족,4.0
전북 순창군,여,15~19세,가족이 아닌 경우,4.333333333333333
전북 순창군,여,20대,가족,4.25
전북 순창군,여,20대,가족이 아닌 경우,4.333333333333333
전북 순창군,여,30대,가족,4.333333333333333
전북 순창군,여,30대,가족이 아닌 경우,4.190476190476191
전북 순창군,여,40대,가족,4.090909090909091
전북 순창군,여,40대,가족이 아닌 경우,4.095238095238095
전북 순창군,여,50대,가족,4.212121212121212
전북 순창군,여,50대,가족이 아닌 경우,4.0
전북 순창군,여,60대,가족,4.4
전북 순창군,여,60대,가족이 아닌 경우,3.833333333333333
전북 순창군,여,70세 이상,가족,4.3076923076923075
전북 순창군,여,70세 이상,가족이 아닌 경우,3.6666666666666665
전북 완주군,남,15~19세,가족이 아닌 경우,4.0
전북 완주군,남,20대,가족이 아닌 경우,4.083333333333333
전북 완주군,남,30대,가족,4.333333333333333
전북 완주군,남,30대,가족이 아닌 경우,4.142857142857143
전북 완주군,남,40대,가족,4.066666666666666
전북 완주군,남,40대,가족이 아닌 경우,4.111111111111112
전북 완주군,남,50대,가족,4.333333333333334
전북 완주군,남,50대,가족이 아닌 경우,4.041666666666667
전북 완주군,남,60대,가족,3.9166666666666665
전북 완주군,남,60대,가족이 아닌 경우,4.111111111111111
전북 완주군,남,70세 이상,가족,4.333333333333333
전북 완주군,남,70세 이상,가족이 아닌 경우,4.333333333333334
전북 완주군,여,15~19세,가족,4.333333333333333
전북 완주군,여,15~19세,가족이 아닌 경우,4.166666666666666
전북 완주군,여,20대,가족이 아닌 경우,4.4
전북 완주군,여,30대,가족,4.0
전북 완주군,여,30대,가족이 아닌 경우,3.833333333333333
전북 완주군,여,40대,가족,4.0
전북 완주군,여,40대,가족이 아닌 경우,4.083333333333333
전북 완주군,여,50대,가족,3.8666666666666663
전북 완주군,여,50대,가족이 아닌 경우,4.0
전북 완주군,여,60대,가족,4.333333333333334
전북 완주군,여,60대,가족이 아닌 경우,4.0
전북 완주군,여,70세 이상,가족,3.6666666666666665
전북 완주군,여,70세 이상,가족이 아닌 경우,4.0
전북 익산시,남,15~19세,가족이 아닌 경우,4.0
전북 익산시,남,20대,가족,4.0
전북 익산시,남,20대,가족이 아닌 경우,4.333333333333333
전북 익산시,남,30대,가족,4.0476190476190474
전북 익산시,남,30대,가족이 아닌 경우,4.0
전북 익산시,남,40대,가족,4.111111111111111
전북 익산시,남,40대,가족이 아닌 경우,4.0
전북 익산시,남,50대,가족,3.6666666666666665
전북 익산시,남,50대,가족이 아닌 경우,3.888888888888889
전북 익산시,남,60대,가족,4.0
전북 익산시,남,60대,가족이 아닌 경우,4.0
전북 익산시,남,70세 이상,가족,3.888888888888889
전북 익산시,남,70세 이상,가족이 아닌 경우,3.833333333333333
전북 익산시,여,15~19세,가족,4.0
전북 익산시,여,20대,가족,4.166666666666666
전북 익산시,여,20대,가족이 아닌 경우,3.7777777777777772
전북 익산시,여,30대,가족,4.266666666666667
전북 익산시,여,30대,가족이 아닌 경우,4.0
전북 익산시,여,40대,가족,3.9047619047619047
전북 익산시,여,40대,가족이 아닌 경우,4.0
전북 익산시,여,50대,가족,4.166666666666667
전북 익산시,여,50대,가족이 아닌 경우,4.0
전북 익산시,여,60대,가족,4.125
전북 익산시,여,60대,가족이 아닌 경우,4.166666666666666
전북 익산시,여,70세 이상,가족,4.0
전북 익산시,여,70세 이상,가족이 아닌 경우,4.0
전북 임실군,남,20대,가족,4.083333333333333
전북 임실군,남,20대,가족이 아닌 경우,4.0
전북 임실군,남,30대,가족,4.0476190476190474
전북 임실군,남,30대,가족이 아닌 경우,3.833333333333333
전북 임실군,남,40대,가족,4.259259259259259
전북 임실군,남,40대,가족이 아닌 경우,4.333333333333333
전북 임실군,남,50대,가족,4.095238095238095
전북 임실군,남,50대,가족이 아닌 경우,3.9166666666666665
전북 임실군,남,60대,가족,4.133333333333334
전북 임실군,남,70세 이상,가족,4.083333333333333
전북 임실군,남,70세 이상,가족이 아닌 경우,4.0
전북 임실군,여,20대,가족,4.0
전북 임실군,여,20대,가족이 아닌 경우,3.944444444444444
전북 임실군,여,30대,가족,4.190476190476191
전북 임실군,여,30대,가족이 아닌 경우,3.888888888888889
전북 임실군,여,40대,가족,4.208333333333333
전북 임실군,여,40대,가족이 아닌 경우,3.777777777777778
전북 임실군,여,50대,가족,4.111111111111111
전북 임실군,여,50대,가족이 아닌 경우,4.0
전북 임실군,여,60대,가족,4.428571428571429
전북 임실군,여,60대,가족이 아닌 경우,4.0
전북 임실군,여,70세 이상,가족이 아닌 경우,4.0
전북 장수군,남,15~19세,가족,4.0
전북 장수군,남,20대,가족이 아닌 경우,4.333333333333333
전북 장수군,남,30대,가족,4.166666666666666
전북 장수군,남,40대,가족,4.555555555555555
전북 장수군,남,40대,가족이 아닌 경우,3.888888888888889
전북 장수군,남,50대,가족,4.242424242424242
전북 장수군,남,60대,가족,4.5
전북 장수군,남,70세 이상,가족,4.333333333333333
전북 장수군,남,70세 이상,가족이 아닌 경우,4.333333333333333
전북 장수군,여,15~19세,가족,5.0
전북 장수군,여,20대,가족,3.6666666666666665
전북 장수군,여,20대,가족이 아닌 경우,3.8666666666666663
전북 장수군,여,30대,가족,3.777777777777778
전북 장수군,여,30대,가족이 아닌 경우,3.666666666666667
전북 장수군,여,40대,가족,3.9166666666666665
전북 장수군,여,40대,가족이 아닌 경우,4.0
전북 장수군,여,50대,가족,4.083333333333333
전북 장수군,여,50대,가족이 아닌 경우,4.0
전북 장수군,여,60대,가족,4.166666666666666
전북 장수군,여,60대,가족이 아닌 경우,4.333333333333333
전북 장수군,여,70세 이상,가족,4.166666666666667
전북 전주시,남,15~19세,가족,3.9487179487179485
전북 전주시,남,15~19세,가족이 아닌 경우,4.047619047619048
전북 전주시,남,20대,가족,4.0
전북 전주시,남,20대,가족이 아닌 경우,4.1521739130434785
전북 전주시,남,30대,가족,4.166666666666667
전북 전주시,남,30대,가족이 아닌 경우,4.0
전북 전주시,남,40대,가족,4.086206896551724
전북 전주시,남,40대,가족이 아닌 경우,4.102564102564103
전북 전주시,남,50대,가족,4.007751937984496
전북 전주시,남,50대,가족이 아닌 경우,4.17948717948718
전북 전주시,남,60대,가족,3.9770114942528734
전북 전주시,남,60대,가족이 아닌 경우,4.083333333333333
전북 전주시,남,70세 이상,가족,4.145833333333333
전북 전주시,남,70세 이상,가족이 아닌 경우,3.9166666666666665
전북 전주시,여,15~19세,가족,4.083333333333333
전북 전주시,여,15~19세,가족이 아닌 경우,4.3
전북 전주시,여,20대,가족,3.9393939393939394
전북 전주시,여,20대,가족이 아닌 경우,4.0476190476190474
전북 전주시,여,30대,가족,4.150537634408602
전북 전주시,여,30대,가족이 아닌 경우,4.111111111111111
전북 전주시,여,40대,가족,3.9479166666666665
전북 전주시,여,40대,가족이 아닌 경우,3.9666666666666663
전북 전주시,여,50대,가족,4.0310077519379846
전북 전주시,여,50대,가족이 아닌 경우,4.2272727272727275
전북 전주시,여,60대,가족,4.057971014492753
전북 전주시,여,60대,가족이 아닌 경우,4.0740740740740735
전북 전주시,여,70세 이상,가족,4.155555555555555
전북 전주시,여,70세 이상,가족이 아닌 경우,4.166666666666666
전북 정읍시,남,15~19세,가족,4.111111111111111
전북 정읍시,남,15~19세,가족이 아닌 경우,4.666666666666667
전북 정읍시,남,20대,가족,4.055555555555555
전북 정읍시,남,20대,가족이 아닌 경우,4.285714285714286
전북 정읍시,남,30대,가족,4.17948717948718
전북 정읍시,남,30대,가족이 아닌 경우,4.133333333333334
전북 정읍시,남,40대,가족,4.409090909090909
전북 정읍시,남,40대,가족이 아닌 경우,4.233333333333333
전북 정읍시,남,50대,가족,4.271604938271604
전북 정읍시,남,50대,가족이 아닌 경우,4.212121212121212
전북 정읍시,남,60대,가족,4.479166666666667
전북 정읍시,남,60대,가족이 아닌 경우,4.291666666666666
전북 정읍시,남,70세 이상,가족,4.615384615384615
전북 정읍시,남,70세 이상,가족이 아닌 경우,4.238095238095238
전북 정읍시,여,15~19세,가족,4.666666666666667
전북 정읍시,여,20대,가족,4.555555555555555
전북 정읍시,여,20대,가족이 아닌 경우,4.481481481481482
전북 정읍시,여,30대,가족,4.066666666666666
전북 정읍시,여,30대,가족이 아닌 경우,4.0
전북 정읍시,여,40대,가족,4.235294117647059
전북 정읍시,여,40대,가족이 아닌 경우,4.238095238095238
전북 정읍시,여,50대,가족,4.293333333333333
전북 정읍시,여,50대,가족이 아닌 경우,4.214285714285714
전북 정읍시,여,60대,가족,4.076923076923077
전북 정읍시,여,60대,가족이 아닌 경우,4.066666666666666
전북 정읍시,여,70세 이상,가족,4.444444444444445
전북 정읍시,여,70세 이상,가족이 아닌 경우,4.055555555555555
전북 진안군,남,15~19세,가족이 아닌 경우,5.0
전북 진안군,남,20대,가족,4.0
전북 진안군,남,20대,가족이 아닌 경우,4.5
전북 진안군,남,30대,가족,4.190476190476191
전북 진안군,남,30대,가족이 아닌 경우,4.0
전북 진안군,남,40대,가족,4.177777777777778
전북 진안군,남,40대,가족이 아닌 경우,4.333333333333333
전북 진안군,남,50대,가족,4.166666666666667
전북 진안군,남,50대,가족이 아닌 경우,4.2
전북 진안군,남,60대,가족,4.242424242424242
전북 진안군,남,60대,가족이 아닌 경우,4.166666666666667
전북 진안군,남,70세 이상,가족,4.0
전북 진안군,남,70세 이상,가족이 아닌 경우,4.333333333333333
전북 진안군,여,15~19세,가족,4.0
전북 진안군,여,15~19세,가족이 아닌 경우,4.0
전북 진안군,여,20대,가족,4.333333333333333
전북 진안군,여,20대,가족이 아닌 경우,4.444444444444445
전북 진안군,여,30대,가족,4.444444444444445
전북 진안군,여,30대,가족이 아닌 경우,4.666666666666667
전북 진안군,여,40대,가족,4.0476190476190474
전북 진안군,여,40대,가족이 아닌 경우,4.083333333333333
전북 진안군,여,50대,가족,4.5
전북 진안군,여,50대,가족이 아닌 경우,4.190476190476191
전북 진안군,여,60대,가족,4.25
전북 진안군,여,60대,가족이 아닌 경우,4.333333333333333
전북 진안군,여,70세 이상,가족,4.111111111111111
전북 진안군,여,70세 이상,가족이 아닌 경우,4.0
제주 서귀포시,남,15~19세,가족,4.333333333333333
제주 서귀포시,남,15~19세,가족이 아닌 경우,3.925925925925926
제주 서귀포시,남,20대,가족,4.133333333333334
제주 서귀포시,남,20대,가족이 아닌 경우,4.192488262910798
제주 서귀포시,남,30대,가족,4.038888888888889
제주 서귀포시,남,30대,가족이 아닌 경우,4.18
제주 서귀포시,남,40대,가족,4.184684684684685
제주 서귀포시,남,40대,가족이 아닌 경우,4.226666666666667
제주 서귀포시,남,50대,가족,4.129943502824859
제주 서귀포시,남,50대,가족이 아닌 경우,4.172413793103448
제주 서귀포시,남,60대,가족,4.207207207207207
제주 서귀포시,남,60대,가족이 아닌 경우,4.130434782608695
제주 서귀포시,남,70세 이상,가족,4.222222222222222
제주 서귀포시,남,70세 이상,가족이 아닌 경우,3.8518518518518516
제주 서귀포시,여,15~19세,가족,4.259259259259259
제주 서귀포시,여,15~19세,가족이 아닌 경우,4.0476190476190474
제주 서귀포시,여,20대,가족,4.271604938271604
제주 서귀포시,여,20대,가족이 아닌 경우,4.293040293040293
제주 서귀포시,여,30대,가족,4.18018018018018
제주 서귀포시,여,30대,가족이 아닌 경우,4.215686274509804
제주 서귀포시,여,40대,가족,4.2101449275362315
제주 서귀포시,여,40대,가족이 아닌 경우,4.075757575757576
제주 서귀포시,여,50대,가족,4.17094017094017
제주 서귀포시,여,50대,가족이 아닌 경우,4.1231884057971016
제주 서귀포시,여,60대,가족,4.149425287356322
제주 서귀포시,여,60대,가족이 아닌 경우,4.19047619047619
제주 서귀포시,여,70세 이상,가족,4.208333333333333
제주 서귀포시,여,70세 이상,가족이 아닌 경우,4.020833333333333
제주 제주시,남,15~19세,가족,4.0476190476190474
제주 제주시,남,15~19세,가족이 아닌 경우,3.7083333333333335
제주 제주시,남,20대,가족,3.9166666666666665
제주 제주시,남,20대,가족이 아닌 경우,4.241025641025641
제주 제주시,남,30대,가족,4.16260162601626
제주 제주시,남,30대,가족이 아닌 경우,4.2
제주 제주시,남,40대,가족,4.169590643274853
제주 제주시,남,40대,가족이 아닌 경우,4.023809523809524
제주 제주시,남,50대,가족,4.0992907801418434
제주 제주시,남,50대,가족이 아닌 경우,4.133333333333334
제주 제주시,남,60대,가족,4.351851851851851
제주 제주시,남,60대,가족이 아닌 경우,4.111111111111111
제주 제주시,남,70세 이상,가족,4.17948717948718
제주 제주시,남,70세 이상,가족이 아닌 경우,4.151515151515151
제주 제주시,여,15~19세,가족,4.125
제주 제주시,여,15~19세,가족이 아닌 경우,4.266666666666667
제주 제주시,여,20대,가족,4.151515151515151
제주 제주시,여,20대,가족이 아닌 경우,4.166666666666666
제주 제주시,여,30대,가족,4.128205128205128
제주 제주시,여,30대,가족이 아닌 경우,4.23015873015873
제주 제주시,여,40대,가족,4.233333333333333
제주 제주시,여,40대,가족이 아닌 경우,4.222222222222222
제주 제주시,여,50대,가족,4.156565656565657
제주 제주시,여,50대,가족이 아닌 경우,4.222222222222222
제주 제주시,여,60대,가족,4.233333333333333
제주 제주시,여,60대,가족이 아닌 경우,4.219047619047619
제주 제주시,여,70세 이상,가족,4.148148148148149
제주 제주시,여,70세 이상,가족이 아닌 경우,4.102564102564103
충남 계룡시,남,30대,가족,4.222222222222222
충남 계룡시,남,40대,가족,4.0
충남 계룡시,남,50대,가족,5.0
충남 계룡시,남,60대,가족,4.333333333333334
충남 계룡시,남,60대,가족이 아닌 경우,4.333333333333333
충남 계룡시,여,30대,가족이 아닌 경우,3.6666666666666665
충남 계룡시,여,40대,가족,4.166666666666666
충남 계룡시,여,40대,가족이 아닌 경우,4.0
충남 계룡시,여,70세 이상,가족,4.0
충남 계룡시,여,70세 이상,가족이 아닌 경우,3.6666666666666665
충남 공주시,남,15~19세,가족,3.6666666666666665
충남 공주시,남,15~19세,가족이 아닌 경우,4.0
충남 공주시,남,20대,가족,3.416666666666667
충남 공주시,남,20대,가족이 아닌 경우,4.208333333333333
충남 공주시,남,30대,가족,3.971014492753623
충남 공주시,남,30대,가족이 아닌 경우,4.041666666666667
충남 공주시,남,40대,가족,4.149425287356322
충남 공주시,남,40대,가족이 아닌 경우,3.909090909090909
충남 공주시,남,50대,가족,4.098765432098766
