법정동코드,시군구,성별,연령대,동반자유형,평점
41280,경기도 고양시,남,70세 이상,가족,3.833333333
41280,경기도 고양시,남,70세 이상,비가족,4.111111111
41280,경기도 고양시,여,15~19세,비가족,4
41280,경기도 고양시,여,20대,가족,4
41280,경기도 고양시,여,20대,비가족,4.083333333
41280,경기도 고양시,여,30대,가족,3.955555556
41280,경기도 고양시,여,30대,비가족,4.066666667
41280,경기도 고양시,여,40대,가족,3.976190476
41280,경기도 고양시,여,40대,비가족,4
41280,경기도 고양시,여,50대,가족,4.083333333
41280,경기도 고양시,여,50대,비가족,4.102564103
41280,경기도 고양시,여,60대,가족,4.095238095
41280,경기도 고양시,여,60대,비가족,4
41280,경기도 고양시,여,70세 이상,가족,3.866666667
41280,경기도 고양시,여,70세 이상,비가족,4
41290,경기도 과천시,남,15~19세,가족,4
41290,경기도 과천시,남,15~19세,비가족,4
41290,경기도 과천시,남,20대,가족,4.166666667
41290,경기도 과천시,남,20대,비가족,4.111111111
41290,경기도 과천시,남,30대,가족,3.904761905
41290,경기도 과천시,남,30대,비가족,4
41290,경기도 과천시,남,40대,가족,4.222222222
41290,경기도 과천시,남,40대,비가족,4.111111111
41290,경기도 과천시,남,50대,가족,4.277777778
41290,경기도 과천시,남,50대,비가족,3.833333333
41290,경기도 과천시,남,60대,비가족,4.333333333
41290,경기도 과천시,남,70세 이상,가족,4.666666667
41290,경기도 과천시,여,15~19세,가족,4
41290,경기도 과천시,여,15~19세,비가족,4.041666667
41290,경기도 과천시,여,20대,비가족,4.066666667
41290,경기도 과천시,여,30대,가족,3.922222222
41290,경기도 과천시,여,30대,비가족,4
41290,경기도 과천시,여,40대,가족,3.972222222
41290,경기도 과천시,여,40대,비가족,4
41290,경기도 과천시,여,50대,가족,4.4
41290,경기도 과천시,여,50대,비가족,3.916666667
41290,경기도 과천시,여,60대,가족,4
41290,경기도 과천시,여,60대,비가족,4
41290,경기도 과천시,여,70세 이상,가족,4
41210,경기도 광명시,남,20대,가족,4.666666667
41210,경기도 광명시,남,20대,비가족,3.238095238
41210,경기도 광명시,남,30대,가족,3.777777778
41210,경기도 광명시,남,30대,비가족,4.166666667
41210,경기도 광명시,남,40대,가족,3.777777778
41210,경기도 광명시,남,40대,비가족,4
41210,경기도 광명시,남,50대,가족,3.555555556
41210,경기도 광명시,남,50대,비가족,4.333333333
41210,경기도 광명시,여,15~19세,가족,4.5
41210,경기도 광명시,여,15~19세,비가족,3.833333333
41210,경기도 광명시,여,20대,비가족,3.619047619
41210,경기도 광명시,여,30대,가족,4.333333333
41210,경기도 광명시,여,30대,비가족,4
41210,경기도 광명시,여,40대,가족,3
41210,경기도 광명시,여,50대,가족,4.266666667
41210,경기도 광명시,여,50대,비가족,4.222222222
41210,경기도 광명시,여,60대,가족,3.666666667
41210,경기도 광명시,여,60대,비가족,4.333333333
41210,경기도 광명시,여,70세 이상,가족,4
41210,경기도 광명시,여,70세 이상,비가족,4
41610,경기도 광주시,남,15~19세,비가족,3.666666667
41610,경기도 광주시,남,20대,비가족,4.055555556
41610,경기도 광주시,남,30대,가족,4
41610,경기도 광주시,남,30대,비가족,3.851851852
41610,경기도 광주시,남,40대,가족,4.041666667
41610,경기도 광주시,남,50대,가족,4.060606061
41610,경기도 광주시,남,50대,비가족,4
41610,경기도 광주시,남,60대,가족,3.833333333
41610,경기도 광주시,남,60대,비가족,4.166666667
41610,경기도 광주시,남,70세 이상,가족,4.777777778
41610,경기도 광주시,남,70세 이상,비가족,4
41610,경기도 광주시,여,15~19세,가족,3.833333333
41610,경기도 광주시,여,20대,가족,3.833333333
41610,경기도 광주시,여,20대,비가족,4.125
41610,경기도 광주시,여,30대,가족,4.15
41610,경기도 광주시,여,30대,비가족,4.047619048
41610,경기도 광주시,여,40대,가족,4.035087719
41610,경기도 광주시,여,40대,비가족,4.166666667
41610,경기도 광주시,여,50대,가족,3.875
41610,경기도 광주시,여,50대,비가족,4.111111111
41610,경기도 광주시,여,60대,가족,4.166666667
41610,경기도 광주시,여,60대,비가족,4.088888889
41610,경기도 광주시,여,70세 이상,가족,4
41610,경기도 광주시,여,70세 이상,비가족,3.5
41310,경기도 구리시,남,15~19세,비가족,3
41310,경기도 구리시,남,20대,가족,4
41310,경기도 구리시,남,20대,비가족,4
41310,경기도 구리시,남,30대,가족,5
41310,경기도 구리시,남,30대,비가족,4.666666667
41310,경기도 구리시,남,40대,비가족,3
41310,경기도 구리시,남,50대,가족,3.666666667
41310,경기도 구리시,남,50대,비가족,4
41310,경기도 구리시,남,60대,비가족,4
41310,경기도 구리시,남,70세 이상,가족,4.333333333
41310,경기도 구리시,여,20대,가족,3.166666667
41310,경기도 구리시,여,20대,비가족,4.333333333
41310,경기도 구리시,여,30대,가족,4.111111111
41310,경기도 구리시,여,40대,가족,4.333333333
41310,경기도 구리시,여,40대,비가족,4.5
41310,경기도 구리시,여,50대,비가족,4.333333333
41310,경기도 구리시,여,60대,가족,4.333333333
41310,경기도 구리시,여,60대,비가족,4.333333333
41310,경기도 구리시,여,70세 이상,가족,4
41410,경기도 군포시,남,15~19세,비가족,3.666666667
41410,경기도 군포시,남,20대,가족,4
41410,경기도 군포시,남,20대,비가족,3.666666667
41410,경기도 군포시,남,30대,가족,3.833333333
41410,경기도 군포시,남,30대,비가족,4.166666667
41410,경기도 군포시,남,40대,비가족,4
41410,경기도 군포시,남,50대,가족,4.083333333
41410,경기도 군포시,남,50대,비가족,4.333333333
41410,경기도 군포시,남,60대,가족,4
41410,경기도 군포시,남,60대,비가족,5
41410,경기도 군포시,남,70세 이상,가족,4.333333333
41410,경기도 군포시,남,70세 이상,비가족,4.333333333
41410,경기도 군포시,여,20대,비가족,4.166666667
41410,경기도 군포시,여,30대,가족,4
41410,경기도 군포시,여,40대,가족,5
41410,경기도 군포시,여,40대,비가족,4.333333333
41410,경기도 군포시,여,50대,가족,4.166666667
41410,경기도 군포시,여,50대,비가족,4.066666667
41410,경기도 군포시,여,60대,가족,4
41410,경기도 군포시,여,60대,비가족,4.166666667
41410,경기도 군포시,여,70세 이상,가족,4.333333333
41570,경기도 김포시,남,15~19세,가족,4
41570,경기도 김포시,남,15~19세,비가족,2.333333333
41570,경기도 김포시,남,20대,비가족,3.857142857
41570,경기도 김포시,남,30대,가족,3.888888889
41570,경기도 김포시,남,30대,비가족,4
41570,경기도 김포시,남,40대,가족,3.962962963
41570,경기도 김포시,남,40대,비가족,4
41570,경기도 김포시,남,50대,가족,3.625
41570,경기도 김포시,남,50대,비가족,4
41570,경기도 김포시,남,60대,가족,3.916666667
41570,경기도 김포시,남,70세 이상,가족,3.777777778
41570,경기도 김포시,남,70세 이상,비가족,4
41570,경기도 김포시,여,15~19세,가족,4
41570,경기도 김포시,여,15~19세,비가족,4
41570,경기도 김포시,여,20대,비가족,3.851851852
41570,경기도 김포시,여,30대,가족,3.8
41570,경기도 김포시,여,30대,비가족,4
41570,경기도 김포시,여,40대,가족,4.222222222
41570,경기도 김포시,여,40대,비가족,3.666666667
41570,경기도 김포시,여,50대,가족,4.083333333
41570,경기도 김포시,여,50대,비가족,3.888888889
41570,경기도 김포시,여,60대,가족,4.166666667
41570,경기도 김포시,여,60대,비가족,3.888888889
41570,경기도 김포시,여,70세 이상,가족,3.666666667
41570,경기도 김포시,여,70세 이상,비가족,3.904761905
41360,경기도 남양주시,남,15~19세,가족,3.666666667
41360,경기도 남양주시,남,20대,비가족,4.047619048
41360,경기도 남양주시,남,30대,가족,4
41360,경기도 남양주시,남,30대,비가족,4
41360,경기도 남양주시,남,40대,가족,3.882352941
41360,경기도 남양주시,남,40대,비가족,3.777777778
41360,경기도 남양주시,남,50대,가족,4.133333333
41360,경기도 남양주시,남,50대,비가족,4.185185185
41360,경기도 남양주시,남,60대,가족,3.888888889
41360,경기도 남양주시,남,60대,비가족,3.666666667
41360,경기도 남양주시,남,70세 이상,가족,4
41360,경기도 남양주시,남,70세 이상,비가족,4
41360,경기도 남양주시,여,15~19세,비가족,4
41360,경기도 남양주시,여,20대,가족,4.266666667
41360,경기도 남양주시,여,20대,비가족,3.958333333
41360,경기도 남양주시,여,30대,가족,4.018518519
41360,경기도 남양주시,여,30대,비가족,4
41360,경기도 남양주시,여,40대,가족,4.142857143
41360,경기도 남양주시,여,40대,비가족,4.027777778
41360,경기도 남양주시,여,50대,가족,3.981481481
41360,경기도 남양주시,여,50대,비가족,3.888888889
41360,경기도 남양주시,여,60대,가족,4.125
41360,경기도 남양주시,여,60대,비가족,4.133333333
41360,경기도 남양주시,여,70세 이상,가족,3.8
41360,경기도 남양주시,여,70세 이상,비가족,4.333333333
41250,경기도 동두천시,남,20대,비가족,4.333333333
41250,경기도 동두천시,남,30대,가족,4.333333333
41250,경기도 동두천시,남,30대,비가족,4
41250,경기도 동두천시,남,40대,가족,4.222222222
41250,경기도 동두천시,남,40대,비가족,4.333333333
41250,경기도 동두천시,남,50대,가족,4.166666667
41250,경기도 동두천시,남,50대,비가족,4
41250,경기도 동두천시,남,60대,비가족,3.888888889
41250,경기도 동두천시,남,70세 이상,비가족,4.333333333
41250,경기도 동두천시,여,15~19세,가족,4
41250,경기도 동두천시,여,20대,비가족,4
41250,경기도 동두천시,여,30대,가족,3.833333333
41250,경기도 동두천시,여,30대,비가족,4
41250,경기도 동두천시,여,40대,가족,4.333333333
41250,경기도 동두천시,여,40대,비가족,4
41250,경기도 동두천시,여,50대,가족,4
41250,경기도 동두천시,여,50대,비가족,4
41250,경기도 동두천시,여,60대,가족,3.888888889
41250,경기도 동두천시,여,60대,비가족,3.777777778
41190,경기도 부천시,남,15~19세,비가족,3.666666667
41190,경기도 부천시,남,20대,가족,4
41190,경기도 부천시,남,20대,비가족,3.916666667
41190,경기도 부천시,남,30대,가족,3.5
41190,경기도 부천시,남,30대,비가족,3.666666667
41190,경기도 부천시,남,40대,가족,3.6
41190,경기도 부천시,남,40대,비가족,4
41190,경기도 부천시,남,50대,가족,4
41190,경기도 부천시,남,60대,가족,3.666666667
41190,경기도 부천시,여,15~19세,가족,4
41190,경기도 부천시,여,15~19세,비가족,4
41190,경기도 부천시,여,20대,비가족,4.166666667
41190,경기도 부천시,여,30대,가족,3.833333333
41190,경기도 부천시,여,30대,비가족,4
41190,경기도 부천시,여,40대,가족,3.8
41190,경기도 부천시,여,40대,비가족,3.833333333
41190,경기도 부천시,여,50대,가족,3.533333333
41190,경기도 부천시,여,50대,비가족,3.833333333
41190,경기도 부천시,여,60대,가족,3.888888889
41190,경기도 부천시,여,60대,비가족,4.333333333
41190,경기도 부천시,여,70세 이상,가족,3.5
41130,경기도 성남시,남,15~19세,가족,3
41130,경기도 성남시,남,15~19세,비가족,4
41130,경기도 성남시,남,20대,가족,4
41130,경기도 성남시,남,20대,비가족,4.041666667
41130,경기도 성남시,남,30대,가족,3.944444444
41130,경기도 성남시,남,30대,비가족,4
41130,경기도 성남시,남,40대,가족,3.416666667
41130,경기도 성남시,남,40대,비가족,4
41130,경기도 성남시,남,50대,가족,4
41130,경기도 성남시,남,50대,비가족,3.722222222
41130,경기도 성남시,남,60대,가족,3.933333333
41130,경기도 성남시,남,60대,비가족,4.166666667
41130,경기도 성남시,남,70세 이상,가족,4.333333333
41130,경기도 성남시,여,15~19세,비가족,3.833333333
41130,경기도 성남시,여,20대,가족,3.777777778
41130,경기도 성남시,여,20대,비가족,4.095238095
41130,경기도 성남시,여,30대,가족,3.833333333
41130,경기도 성남시,여,30대,비가족,4.25
41130,경기도 성남시,여,40대,가족,4.047619048
41130,경기도 성남시,여,40대,비가족,4.047619048
41130,경기도 성남시,여,50대,가족,3.75
41130,경기도 성남시,여,50대,비가족,4.066666667
41130,경기도 성남시,여,60대,가족,3.75
41130,경기도 성남시,여,60대,비가족,3.888888889
41130,경기도 성남시,여,70세 이상,가족,4
41130,경기도 성남시,여,70세 이상,비가족,4
41110,경기도 수원시,남,15~19세,가족,3.666666667
41110,경기도 수원시,남,15~19세,비가족,3.916666667
41110,경기도 수원시,남,20대,비가족,3.947916667
